sentence,difficulty_label
"In einer solchen Situation, in der jemand zu ihm tritt und mit den Worten ‚Ich habe es bereits fünfmal versucht und bin gescheitert‘ verzweifelt ist, entgegnet er mit dem empathischen Ausdruck: ‚Ihre Hartnäckigkeit weist auf die Bedeutung dieser Angelegenheit für Sie hin.‘",C2
"Während seit einigen Jahren Käfighaltung für Hühner verboten ist, bleiben ""Haltebedingungen"" für Menschen vielfach gesundheits und umweltschädigend.",C2
"Auf einem besonderen Gelände oder in Gebäuden bieten namhafte, bekannte, Unternehmen ihre Produkte günstiger an als in Geschäften.",B2
Das hat auch ’ne ganze Zeit gedauert.,B1
"Folgt man den Ausführungen seiner Biografin Eva Weissweiler, so war er vornehmlich ein Mensch, der die Einsamkeit suchte; dass er als Sonderling und Eremit galt, hatte sich bereits weithin herumgesprochen.",C2
Das hat unter anderem mit dem Stellenwert des Essens in Deutschland zu tun.,C1
"Im österreichischen Sprachraum spricht man hier von Austriazismen, im Schweizerdeutschen von Helvetismen und im Bundesdeutschen von Teutonismen.",C2
Mathematiker nennen dieses mathematische Prinzip das „Geburtstagsparadoxon“.,C1
Kaum eine andere Region ist vom Ersten Weltkrieg noch heute so geprägt wie die Provinz um Ypern.,C1
Also steigt er aus und wartet im Bahnhof.,A2
"Alles, was nicht verbraucht, sondern lediglich genutzt wird, gelangt in technische Kreisläufe.",C2
"Du wusstest: 1000 Schafe, dann kannst du einen Angestellten bezahlen.",B1
Zum Beispiel Bernadette und Ralf Eschke: Sie haben ein Haus in Bulgarien gekauft.,A2
Mona und Amira sagen Danke und Tschüss.,A1
Timo stellt die Chips auf den Tisch.,A1
Deshalb sieht jede Eisblume anders aus.,B1
In polyamorösen Beziehungen dagegen gehören Offenheit und der gegenseitige Austausch gewissermaßen zu den Spielregeln.,C1
In dem Laden probiert Laura verschiedene Kleider an.,A1
"Sie haben nicht nur acht Arme, die direkt aus dem Kopf wachsen.",B1
"Krankhafte Essstörungen: Magersucht und Bulimie Die einen hungern, die anderen essen unkontrolliert und erbrechen das Gegessene wieder.",B2
Drei Straßen weiter: das Gegenteil.,A2
So kann man die gekauften Produkte in der Regel nicht umtauschen und zu manchen Verkaufsstätten muss man weit fahren.,B2
"Jetzt ist sie glücklich, denn der Hund gefällt ihr sehr.",A2
Für die Österreicherin Katharina Kos bedeutet Wandern Freiheit.,B1
"Gewiss haben damals rationale Abwägungen eine Rolle gespielt, darunter auch das deutsche Interesse an der Vermeidung von Flüchtlingsströmen, die auf Mitteleuropa gerichtet gewesen wären.",C2
Wünschenswert sind darüber hinaus Auslandserfahrung durch längere Studien- oder Arbeitsaufenthalte im Ausland sowie gute Kenntnisse einer weiteren Fremdsprache.,C2
Ende des 18. Jahrhunderts bauen ließ.,A2
"Forscher versuchen, gezielt in diese Vorgänge einzugreifen.",C2
"Bemerkenswert ist, dass lediglich ein Zehntel der Einnahmen in den Ursprungsländern des Kaffeeanbaus verbleibt, die sich in Süd- und Mittelamerika, Asien sowie Afrika befinden.",C2
Am Fuße des Felsens liegt jede Menge Sand.,A2
Der Schaffner gibt Tim die Fahrkarte und geht weiter.,A1
"Neben der bedarfsorientierten Verteilung haben wir seit mehreren Jahren die Diskussion, ob nicht eine 1:1-Abdeckung des Computerbedarfs in der Schule viel sinnvoller wäre.",C2
Die wenigsten jungen Menschen innerhalb der EU leben in Tschechien und Bulgarien mit jeweils 9 Prozent.,B2
Aber jetzt kann ich meine Oma besuchen.,A2
Diese alte Regel ist inzwischen passé .,B2
Simon soll Kaffee und Kuchen servieren.,A1
"Sie waren Seefahrer und Walfänger , Kapitäne und Fischer – bis so gegen Ende des 19. Jahrhunderts der Tourismus kam und aus der Fischerinsel eine Urlaubsinsel wurde.",C1
"Sie wurde in den 1960er Jahren von Rudolf Häntzschel angelegt: „Auch wenn das damals schon Landschaftsschutzgebiet war hier und man eigentlich tunlichst nichts an den Felsen und der Landschaft verändern sollte: Der alte Häntzschel, obwohl er ‘n Behindertenausweis hatte und Teilinvalide war, hat ja in mühevoller Kleinarbeit auf irgendwelchen Schrottplätzen in der Umgebung Leitern zusammengesammelt, Stahlseile, Eisenstifte, alte Balken und Bohlen von der Eisenbahn, hat sich das dann immer von irgendwelchen Kumpels hierherfahren und hochtragen lassen und hat dann eigentlich illegal diesen Weg durch diese Schlucht ausbauen lassen als ‘ne Steiganlage.",C2
"Und dann soll jeder loslegen und kreativen Müll produzieren, sich überlegen, wie er oder sie sich über sich selbst lustig machen könnte.",C1
“ Frau Müller gibt ihr einen Zettel und einen Stift.,A1
"Wer nach Feierabend diese Frage stellt, hat oft einen Arbeitsplatz ohne Fenster.",C1
Seine Mitglieder bestehen aus Tausenden von Industrieunternehmen und -verbänden.,B2
Wien – die Hauptstadt Österreichs.,A1
Mona will heute ihre Freundin in der Stadt treffen.,A2
"Insofern ist das Stück eine bittere soziale Anklage gegen die vollgefressene dörfliche Bourgeoisie, gegen eine Witwe Bolte, die es sich leisten kann, vier Hühner alleine zu essen.",C2
Auf dem Boden sitzt ein Vogel.,A1
"Ab dem zwölften Lebensjahr, da läufst du halt so mit in den Orten in den verschiedenen, und dann sagst du: Ja, jetzt stellen wir mal was auf die Beine .",B1
"Denn mit ihnen verband sie eine Hoffnung, sagt die heutige Bibliotheksdirektorin Christiane Raabe: „Die Hoffnung, dass die Kinder und Jugendlichen, die ja diese moralische Schuld nicht auf sich geladen hatten in Deutschland, dass es diejenigen sind, die auch vielleicht noch geformt werden könnten im Sinne von Weltoffenheit, von Versöhnung und insgesamt von eher internationalem als nationalem Denken.",C2
"Glitzer , Funkeln und Metallic – für eine dekadente Party mit Familie und Freunden.",B1
Man sitzt gemütlich im Café oder macht ein Picknick.,A2
"Die meisten denken, dass die Wahrscheinlichkeit bei etwa ein bis fünf Prozent liegt.",B2
Polyamorie – ein alternatives Beziehungsmodell Am Ende von Liebesfilmen finden sie sich doch immer: zwei Verliebte.,B2
"Sauerstoff und Nahrung bekommt es aus dem Körper der Mutter, und zwar durch die sogenannte Nabelschnur.",B2
"Hey Leute, guckt euch mal das Wetter an.",A1
"Beim Null-Stern-Hotel da ist ja genau das Interessante, dass viele Leute nicht mehr wissen, was es jetzt ist.",B1
"/ Also, eine Sache, die wir hier gelernt haben, ist ja zum Beispiel richtig stehen, also auf beiden Beinen stehen und so was.",B1
Reiseautoren reisen mit einer Absicht: ein Buch zu verfassen.,C1
"Wir haben oben im Hochmünster … haben wir den Karlsthron , der auch von .",A1
"Er muss nur geradeaus laufen, dann kommt ein großer See.",A2
"Betrachtet man die heutige Architektur, so sieht man eher die Selbstverwirklichung der Architekten im Vordergrund stehen.",C2
Pflastersteine markieren den Verlauf der abgerissenen Mauer.,B2
Luan will eine Pizza Margherita haben.,A1
"Zum Beispiel gibt es auch Wissen, Singen und Lachen.",A2
Denn auch zu Bulgaren haben die Eschkes kaum Kontakt.,B2
Anderen Rentnern wie Anna Lex gefällt es in Bulgarien.,A2
Auch im Bereich feststehender Wendungen hält das Österreichische so manche Schwierigkeit und Hürde bereit.,C1
Diese Woche hatte Tarik viel zu tun.,A2
Ohne den Online-Handel im Hintergrund könnte ich kein so großes Sortiment vorhalten und könnte auch die günstigen Preise nicht anbieten.,C1
"Der Versuch an der Universität Alaska hat gezeigt, dass sich Teilnehmer, die sich selbst im Spiegel anlächelten, anschließend viel besser fühlten.",C1
2. Bürokisten Obst und Gemüse sind hier ganz klein geschnitten.,A2
Um zehn Uhr öffnet das Bad wieder.,A1
"Etwa ein Jahrhundert später beleuchten nicht mehr Kerzen die Straßen, sondern die so genannten Réverbères, Reflektorenlampen, die helleres Licht erzeugen.",C2
Ist das nicht noch teurer als das bereits heute unfinanzierbare Eins-zu-eins-Modell?,C2
Mirko will schnell zu seinen Eltern.,A2
Dann sieht Tanja in den Spiegel.,A1
Er ist eben nicht zwingend immer im Arbeitsbereich.,B2
Auch das Brot und die Äpfel findet Mohammed.,A1
Viele Leute ekeln sich vor Spinnen und Insekten.,A2
Emma hat jetzt keine Angst mehr.,A1
"Es geht nicht vorrangig darum, sich das gesamte literarische Bühnenwerk, das Stück, zu erarbeiten und umzusetzen, was der Autor, die Autorin gemeint haben könnte.",C1
Sie ist krank und liegt im Bett.,A1
Gretchen Dutschkes Mann Rudi stirbt 1979 an den Spätfolgen des Attentats .,A2
Ein schönes Beispiel ist unser Null-Euro-Schein.,A2
"Auch indem sie beispielsweise Geld für einen guten Zweck spenden, ihre Portemonnaies öffnen.",B1
Sie erzählt auch von den Straßenkünstlern.,A2
Diese Redewendung kommt vermutlich aus dem 16. Jahrhundert.,B1
Natürlich gibt es dort auch Pullover.,A1
Dort haben nur fünf bis acht Prozent der Familien drei Kinder oder mehr.,B1
Die Limonade kommt in den Kühlschrank und die Pizza in den Ofen.,A1
"Ich kann heute nicht spielen“, denkt Emil.",A2
Der Komponist und Musiker Johann Strauss schrieb Mitte des 19. Jahrhunderts Walzer wie „An der schönen blauen Donau“ und machte die Musik über die Grenzen Österreichs hinaus bekannt.,C1
"Wieder zeigte sich, dass Personen unter Modafinil in kognitiven Tests besser abschnitten als jene, die ein Pla- cebo eingenommen hatten.",C2
"In Deutschland, genauer in Baden-Württemberg, befindet sich die Quelle.",B1
"Man sagt, etwa 15 Prozent der Betroffenen versterben an ihrer Erkrankung.",C1
"Also er braucht wirklich seine Zeit, weil erst über seine Zeit kriegt er seinen Geschmack und seine Konsistenz.",B1
Die Themen findet er im Alltag der Menschen.,B1
Mona fährt langsam und hält an.,A1
Am nächsten Tag klingelt es an der Tür.,A1
"“ Das geschnittene Gemüse wird nicht klassisch angesetzt, also einfach so in den Topf gegeben, sondern zunächst blanchiert, für kurze Zeit in kochendes Wasser gegeben.",C1
Lena nimmt den Vogel in die Hand.,A1
"Nicht zu vergessen ist, dass wir den Übergang zur Ganztagsschule meistern, die Umstellung auf das Abitur nach 12 Jahren mit Einfallsreichtum und Erfolg erledigen und bei der nächsten Pisa-Studie ein paar Plätze vorrücken.",C2
Anna und Jonas sehen sich an.,A1
Das Wasser ist blau und der Himmel ist grau.,A1
"Wenn Menschen älter werden, wiederholen sich viele Dinge, und dann vergeht die Zeit sehr schnell.",B1
"Das Essen dort wird meist so zubereitet, dass man kein Messer zum Schneiden braucht.",C1
"Einige, in der Regel reiche Menschen, ließen sich in Sänften auf den Berg tragen – wie beispielsweise 1868 die britische Queen Victoria.",C1
"Hunde können gescheckt sein, also schwarze, weiße oder braune Flecken haben.",B1
"Laura war noch nie auf Mallorca, denn Mallorca ist weit weg.",A2
Dieser soll – so ihr Wunsch – natürlich später Preise und möglichst viele Zuschauer gewinnen.,B2
Aber dennoch hat der Autofahrer für diese Leistung gezahlt.,B2
Da oben haben wir zum Beispiel Hainbuche – ’n sehr harte Buche.,A2
"Wir freuen uns über Ihre aussagekräftigen Bewerbungsunterlagen, die Sie uns bitte unter Angabe Ihres Erfahrungsprofils bezüglich Ihrer bisherigen regionalen und/oder fachlichen Schwerpunkte senden.",C2
Die Überwachungskameras laufen Tag und Nacht.,A2
“ Früher galt: Rotwein passt am besten zu Käse.,B1
“ Aber nicht nur auf Medienseite kann sich etwas verändern.,B2
"Und die türkischen Hochzeiten sind oft sehr, sehr groß.",A2
Und irgendwie ist er es auch und eben nicht nur die kurze und knappe Information über meinen Beruf.,C2
"Der Ball fliegt zum Vogel, aber der Vogel fliegt nicht weg.",A2
Sie trifft sich jede Woche oder jeden Monat.,A1
"Wenn der Abbau des grünen Blattfarbstoffs beendet ist, bildet sich eine Korkschicht zwischen Ast und Blatt.",C1
Also geht sie in die Küche und macht einen Tee.,A1
Und zum Schluss: die Maske !,A1
Und das ist dann der Obatzter.,A1
"Ich glaub’, das ist eigentlich so am besten wie er mit einem Zitat dann formuliert hat: ‚Ein ewig Rätsel will ich bleiben’.",C1
Er ist zufrieden mit seiner Entscheidung.,A2
"„Diese Halskette wird meiner Mutter sicher gefallen“, denkt Julia.",A2
"Dahinter ist dann die Rosengartengruppe, in der Mitte drin die Vajolettürme, und ganz im Hintergrund sehen wir schon die Palagruppe, die schon im Trentino liegt.",B2
Es sind viele Schulen in Berlin.,A1
Ist nicht selbst das Eins-zu-eins-Verhältnis inzwischen überholt?,C2
Fünf Männer und zwei Frauen im Alter von 29 bis 58 Jahren wollten ein neues Rezept ausprobieren: einen Sauerbraten.,B1
"Das heißt, Sie wissen momentan Dinge nicht mehr, die eigentlich ganz klar sind.",B2
"Ich fände es toll, wenn ich weniger Kaffee trinke.",B1
Und nicht nur die Einheimischen ziehen sie gern an.,B2
Genesius sieht man schon von Weitem.,A2
Denn Telefone und Handys gab es früher noch nicht.,A2
Also holt Lukas eine Flasche mit Öl aus dem Auto.,A2
Vor allem die junge Generation hat den Angelsport für sich entdeckt und erobert damit Großstädte wie Paris und Berlin.,B2
"Dazu gehören Rost am Fahrwerk, also an allen beweglichen Teilen eines Fahrzeugs, die die Verbindung zum Boden schaffen, und nicht funktionsfähige Bremsen.",C1
“ Danke nach Basel für diese Information!,A1
"Das sogenannte Rabattgesetz, das Händlern nur erlaubte, auf Zweite-Wahl-Produkte mehr als drei Prozent Nachlass zu geben, wurde 2001 abgeschafft.",C1
"Die erste Strategie wäre, Geschwindigkeit, Schnelligkeit und auch Beliebigkeit als formprägende Faktoren zu akzeptieren.",C2
"Zweitens scheint es den meisten, die ihren Ärger oder ihre Verachtung für die Dummen ausdrük- ken wollen, schwerzufallen, zwischen Alltag und Klinik zu unterscheiden.",C2
"Wichtig ist hierbei, dass es zum Grundverständnis der Romantik gehörte, aus Märchen, Sagen und Volkserzählungen die Kultur eines Volkes herauslesen zu können.",C1
“ Für diesen Schüler ist das Drehbuch das Schwierigste.,B1
Sie nimmt ihre Tasche und steigt aus dem Zug aus.,A2
"In der Luft lag der Kaffeeduft aus dem Café nebenan, als Lockvogel, der uns zum Kaffeetrinken verleiten wollte.",C2
"Es geht doch nicht darum, dass jetzt bei jeder Aufschrift da ‚Topfen‘, Klammer ‚Deutschland Quark‘, stehen muss.",C1
"Für Birgit Winterhoff stellt sich nun eine Frage: „Die spannende Frage ist, wie wirkt denn Gott heute?",C1
Dann setzen sie sich auf ihre Betten.,A1
"Das klingt etwas paradox, aber es scheint zu funktionieren.",B2
"Adrian Kozakiewicz hingegen mag sie nicht nur, sondern setzt sich besonders große und exotische Exemplare sogar  aufs Gesicht.",C1
"Rechts wie links rum, sag‘ ich jetzt mal.",A2
"Beispielsweise könnte jeder Neubau, der in altstädtischen, aber auch in den historischen vorstädtischen Bereichen entsteht, Fragmente der vorhergehenden Bebauung aufnehmen wie Signaturen einer anderen Zeit.",C2
"Und mit einem ausgestreckten Daumen kann man zum Beispiel ungefähr wissen, wie weit etwas entfernt ist.",B2
Da haben wir jetzt einmal einen Anzug für dich.,A2
Weiße Kleidung kann man außerdem problemlos bei hohen Temperaturen waschen.,B2
Und was ist das gesündeste Gemüse?,A1
Als Nächstes [gibt‘s] Churro - Cups mit Eis.,A1
Die Geschichte des Restaurants beginnt 1905 und lebt mittlerweile in vierter Generation.,B1
"Also, da kann ich nur allen sagen: Kopf hoch, probieren!",A2
Dieses Jahr kamen 5. 000 neue Wörter hinzu.,A2
"Und deren Marken sind auf den Märkten etabliert, es gibt sie schon sehr lange, jeder kennt sie.",B1
Schon immer nahmen die Menschen ihre Finger beim Rechnen zu Hilfe.,C1
An den Tischen sitzen viele Studenten.,A1
"„Oh nein, warum tut mein Bein weh?",A1
„Mir hat es auch viel Spaß gemacht.,A2
"Pro Jahr können etwa 400 bis 450 Kinder behaupten, dass der Bundespräsident ihr Patenonkel ist.",C1
Wir hatten gestern Dialoge geübt.,A2
Seine Bildergeschichten sind Klassiker; sie wurden in 200 Sprachen übersetzt und stehen seit Generationen in jedem gut sortierten Bücherregal.,C1
Thalia hat noch keine Freunde in der Uni.,A1
Mehr als 400 Jahre ist die von Stern’sche Druckerei schon alt.,B1
"Oder ich muss mir dann immer wieder sagen: ‚Ja, die meinen das nicht böse‘.",B1
"Die Menschen leben länger, weil viele Medikamente entwickelt wurden.",B1
"Er wuchs mit der Druckerei und dem Geräusch von Druckmaschinen wie der Rotationsmaschine auf, er hatte sie im übertragenen Sinn im Rücken.",C2
"Nun habe ich mich darauf eingelassen und bin bereit, die sich daraus ergebenden Herausforderungen umfassend zu akzeptieren.",C2
Deshalb kann ich Ihnen unmöglich Geld auszahlen.,B2
Sie gibt der Polizistin ein Bild von ihrem Fahrrad.,A2
Er will nach draußen gehen und das Meer sehen.,A1
Sie isst ein Brot mit Honig und trinkt eine Tasse Kaffee.,A1
"Dabei wollte er längst nichts mehr von seinem zeichnerischen Werk wissen, als er 1908 im Alter von 75 Jahren starb.",C1
"Bei dem Kurzfilm, den die AG erstellt, ist Teamarbeit gefragt.",B2
"Andere Savant-Autisten erinnern sich an jedes einzelne Detail ihres Lebens, einschließ- lich aller Speisen, die sie gegessen, oder jedes Regenschauers, den sie erlebt haben.",C2
"Sie können wachsen, neue Verbindungen zu anderen Nervenzellen aufnehmen, Synapsen können aktiviert, aber auch abgeschaltet werden.",C2
"Sie sind dann beispielsweise beschädigt oder haben nicht die notwendige Größe – oder sie sind, wie die Lebkuchen, nur nicht in Alufolie, in Silberpapier, verpackt.",C1
