sentence,difficulty,text_id,sentence_length,sentence_tokens,total_tokens_per_call,difficulty_reviewed,readability,difficulty_label
"Es geht nicht vorrangig darum, sich das gesamte literarische Bühnenwerk, das Stück, zu erarbeiten und umzusetzen, was der Autor, die Autorin gemeint haben könnte.",4,310,24,41.0,151.0,C1,55.58,C1
Sie ist krank und liegt im Bett.,0,519,7,,,A1,115.13,A1
Gretchen Dutschkes Mann Rudi stirbt 1979 an den Spätfolgen des Attentats .,1,460,12,25.0,128.0,A2,68.77,A2
Ein schönes Beispiel ist unser Null-Euro-Schein.,1,454,6,10.0,115.0,A2,99.23,A2
"Auch indem sie beispielsweise Geld für einen guten Zweck spenden, ihre Portemonnaies öffnen.",2,304,13,19.0,129.0,B1,75.2,B1
Sie erzählt auch von den Straßenkünstlern.,1,539,6,,,A2,99.23,A2
Diese Redewendung kommt vermutlich aus dem 16. Jahrhundert.,2,642,8,,,B1,63.36,B1
Natürlich gibt es dort auch Pullover.,0,507,6,,,A1,99.23,A1
Dort haben nur fünf bis acht Prozent der Familien drei Kinder oder mehr.,2,651,13,,,B1,92.12,B1
Die Limonade kommt in den Kühlschrank und die Pizza in den Ofen.,0,515,12,,,A1,93.14,A1
"Ich kann heute nicht spielen“, denkt Emil.",1,475,7,,,A2,106.67,A2
Der Komponist und Musiker Johann Strauss schrieb Mitte des 19. Jahrhunderts Walzer wie „An der schönen blauen Donau“ und machte die Musik über die Grenzen Österreichs hinaus bekannt.,4,477,28,39.0,154.0,C1,74.19,C1
"Wieder zeigte sich, dass Personen unter Modafinil in kognitiven Tests besser abschnitten als jene, die ein Pla- cebo eingenommen hatten.",5,unknown,20,,,C2,42.72,C2
"In Deutschland, genauer in Baden-Württemberg, befindet sich die Quelle.",2,572,9,,,B1,62.34,B1
"Man sagt, etwa 15 Prozent der Betroffenen versterben an ihrer Erkrankung.",4,285,11,17.0,125.0,C1,68.77,C1
"Also er braucht wirklich seine Zeit, weil erst über seine Zeit kriegt er seinen Geschmack und seine Konsistenz.",2,289,18,23.0,131.0,B1,87.05,B1
Die Themen findet er im Alltag der Menschen.,2,451,8,9.0,114.0,B1,63.36,B1
Mona fährt langsam und hält an.,0,517,6,,,A1,116.15,A1
Am nächsten Tag klingelt es an der Tür.,0,536,8,,,A1,88.74,A1
"“ Das geschnittene Gemüse wird nicht klassisch angesetzt, also einfach so in den Topf gegeben, sondern zunächst blanchiert, für kurze Zeit in kochendes Wasser gegeben.",4,289,25,38.0,150.0,C1,64.04,C1
Lena nimmt den Vogel in die Hand.,0,494,7,,,A1,106.67,A1
"Nicht zu vergessen ist, dass wir den Übergang zur Ganztagsschule meistern, die Umstellung auf das Abitur nach 12 Jahren mit Einfallsreichtum und Erfolg erledigen und bei der nächsten Pisa-Studie ein paar Plätze vorrücken.",5,unknown,33,,,C2,46.44,C2
Anna und Jonas sehen sich an.,0,543,6,,,A1,90.77,A1
Das Wasser ist blau und der Himmel ist grau.,0,489,9,,,A1,96.18,A1
"Wenn Menschen älter werden, wiederholen sich viele Dinge, und dann vergeht die Zeit sehr schnell.",2,689,15,,,B1,81.63,B1
"Das Essen dort wird meist so zubereitet, dass man kein Messer zum Schneiden braucht.",4,625,14,,,C1,74.19,C1
"Einige, in der Regel reiche Menschen, ließen sich in Sänften auf den Berg tragen – wie beispielsweise 1868 die britische Queen Victoria.",4,311,22,33.0,141.0,C1,67.08,C1
"Hunde können gescheckt sein, also schwarze, weiße oder braune Flecken haben.",2,577,11,,,B1,85.69,B1
"Laura war noch nie auf Mallorca, denn Mallorca ist weit weg.",1,481,11,,,A2,68.77,A2
Dieser soll – so ihr Wunsch – natürlich später Preise und möglichst viele Zuschauer gewinnen.,3,307,15,16.0,126.0,B2,92.12,B2
Aber dennoch hat der Autofahrer für diese Leistung gezahlt.,3,299,9,12.0,120.0,B2,79.26,B2
Da oben haben wir zum Beispiel Hainbuche – ’n sehr harte Buche.,1,309,12,18.0,122.0,A2,102.61,A2
"Wir freuen uns über Ihre aussagekräftigen Bewerbungsunterlagen, die Sie uns bitte unter Angabe Ihres Erfahrungsprofils bezüglich Ihrer bisherigen regionalen und/oder fachlichen Schwerpunkte senden.",5,unknown,23,,,C2,31.21,C2
Die Überwachungskameras laufen Tag und Nacht.,1,472,6,10.0,117.0,A2,99.23,A2
“ Früher galt: Rotwein passt am besten zu Käse.,2,322,9,14.0,122.0,B1,114.12,B1
“ Aber nicht nur auf Medienseite kann sich etwas verändern.,3,290,10,12.0,118.0,B2,62.34,B2
"Und die türkischen Hochzeiten sind oft sehr, sehr groß.",1,483,9,13.0,119.0,A2,104.64,A2
Und irgendwie ist er es auch und eben nicht nur die kurze und knappe Information über meinen Beruf.,5,unknown,18,,,C2,78.59,C2
"Der Ball fliegt zum Vogel, aber der Vogel fliegt nicht weg.",1,493,11,,,A2,94.15,A2
Sie trifft sich jede Woche oder jeden Monat.,0,487,8,,,A1,105.66,A1
"Wenn der Abbau des grünen Blattfarbstoffs beendet ist, bildet sich eine Korkschicht zwischen Ast und Blatt.",4,645,16,,,C1,63.7,C1
Also geht sie in die Küche und macht einen Tee.,0,505,10,,,A1,103.63,A1
Und zum Schluss: die Maske !,0,484,6,8.0,112.0,A1,117.16,A1
Und das ist dann der Obatzter.,0,319,6,9.0,112.0,A1,116.15,A1
"Ich glaub’, das ist eigentlich so am besten wie er mit einem Zitat dann formuliert hat: ‚Ein ewig Rätsel will ich bleiben’.",4,308,22,30.0,137.0,C1,91.45,C1
Er ist zufrieden mit seiner Entscheidung.,1,533,6,,,A2,90.77,A2
"„Diese Halskette wird meiner Mutter sicher gefallen“, denkt Julia.",1,538,9,,,A2,53.88,A2
"Dahinter ist dann die Rosengartengruppe, in der Mitte drin die Vajolettürme, und ganz im Hintergrund sehen wir schon die Palagruppe, die schon im Trentino liegt.",3,476,25,42.0,151.0,B2,63.02,B2
Es sind viele Schulen in Berlin.,0,478,6,7.0,111.0,A1,116.15,A1
Ist nicht selbst das Eins-zu-eins-Verhältnis inzwischen überholt?,5,unknown,7,,,C2,30.53,C2
Fünf Männer und zwei Frauen im Alter von 29 bis 58 Jahren wollten ein neues Rezept ausprobieren: einen Sauerbraten.,2,726,19,,,B1,69.11,B1
"Das heißt, Sie wissen momentan Dinge nicht mehr, die eigentlich ganz klar sind.",3,639,13,,,B2,92.12,B2
"Ich fände es toll, wenn ich weniger Kaffee trinke.",2,438,9,13.0,118.0,B1,104.64,B1
Und nicht nur die Einheimischen ziehen sie gern an.,3,320,9,12.0,117.0,B2,96.18,B2
Genesius sieht man schon von Weitem.,1,476,6,10.0,113.0,A2,73.85,A2
Denn Telefone und Handys gab es früher noch nicht.,1,306,9,12.0,117.0,A2,104.64,A2
Also holt Lukas eine Flasche mit Öl aus dem Auto.,1,468,10,,,A2,95.17,A2
Vor allem die junge Generation hat den Angelsport für sich entdeckt und erobert damit Großstädte wie Paris und Berlin.,3,467,19,26.0,133.0,B2,69.11,B2
"Dazu gehören Rost am Fahrwerk, also an allen beweglichen Teilen eines Fahrzeugs, die die Verbindung zum Boden schaffen, und nicht funktionsfähige Bremsen.",4,299,22,36.0,148.0,C1,66.07,C1
“ Danke nach Basel für diese Information!,0,686,7,,,A1,73.85,A1
"Das sogenannte Rabattgesetz, das Händlern nur erlaubte, auf Zweite-Wahl-Produkte mehr als drei Prozent Nachlass zu geben, wurde 2001 abgeschafft.",4,301,19,35.0,150.0,C1,52.19,C1
"Die erste Strategie wäre, Geschwindigkeit, Schnelligkeit und auch Beliebigkeit als formprägende Faktoren zu akzeptieren.",5,unknown,14,,,C2,57.27,C2
"Zweitens scheint es den meisten, die ihren Ärger oder ihre Verachtung für die Dummen ausdrük- ken wollen, schwerzufallen, zwischen Alltag und Klinik zu unterscheiden.",5,unknown,24,,,C2,30.2,C2
"Wichtig ist hierbei, dass es zum Grundverständnis der Romantik gehörte, aus Märchen, Sagen und Volkserzählungen die Kultur eines Volkes herauslesen zu können.",4,325,22,38.0,147.0,C1,49.15,C1
“ Für diesen Schüler ist das Drehbuch das Schwierigste.,2,307,9,13.0,119.0,B1,105.66,B1
Sie nimmt ihre Tasche und steigt aus dem Zug aus.,1,541,10,,,A2,112.09,A2
"In der Luft lag der Kaffeeduft aus dem Café nebenan, als Lockvogel, der uns zum Kaffeetrinken verleiten wollte.",5,unknown,18,,,C2,70.13,C2
"Es geht doch nicht darum, dass jetzt bei jeder Aufschrift da ‚Topfen‘, Klammer ‚Deutschland Quark‘, stehen muss.",4,323,17,30.0,139.0,C1,71.14,C1
"Für Birgit Winterhoff stellt sich nun eine Frage: „Die spannende Frage ist, wie wirkt denn Gott heute?",4,304,17,23.0,129.0,C1,88.06,C1
Dann setzen sie sich auf ihre Betten.,0,522,7,,,A1,89.75,A1
"Das klingt etwas paradox, aber es scheint zu funktionieren.",3,627,9,,,B2,79.26,B2
"Adrian Kozakiewicz hingegen mag sie nicht nur, sondern setzt sich besonders große und exotische Exemplare sogar  aufs Gesicht.",4,457,18,28.0,139.0,C1,44.75,C1
"Rechts wie links rum, sag‘ ich jetzt mal.",1,477,8,12.0,115.0,A2,105.66,A2
"Beispielsweise könnte jeder Neubau, der in altstädtischen, aber auch in den historischen vorstädtischen Bereichen entsteht, Fragmente der vorhergehenden Bebauung aufnehmen wie Signaturen einer anderen Zeit.",5,unknown,25,,,C2,37.64,C2
"Und mit einem ausgestreckten Daumen kann man zum Beispiel ungefähr wissen, wie weit etwas entfernt ist.",3,629,16,,,B2,63.7,B2
Da haben wir jetzt einmal einen Anzug für dich.,1,484,9,11.0,114.0,A2,96.18,A2
Weiße Kleidung kann man außerdem problemlos bei hohen Temperaturen waschen.,3,618,10,,,B2,44.41,B2
Und was ist das gesündeste Gemüse?,0,704,6,,,A1,99.23,A1
Als Nächstes [gibt‘s] Churro - Cups mit Eis.,0,459,8,17.0,120.0,A1,89.75,A1
Die Geschichte des Restaurants beginnt 1905 und lebt mittlerweile in vierter Generation.,2,473,12,16.0,124.0,B1,42.38,B1
"Also, da kann ich nur allen sagen: Kopf hoch, probieren!",1,316,10,15.0,119.0,A2,95.17,A2
Dieses Jahr kamen 5. 000 neue Wörter hinzu.,1,690,8,,,A2,109.72,A2
"Und deren Marken sind auf den Märkten etabliert, es gibt sie schon sehr lange, jeder kennt sie.",2,291,17,22.0,130.0,B1,88.06,B1
Schon immer nahmen die Menschen ihre Finger beim Rechnen zu Hilfe.,4,629,11,,,C1,68.77,C1
An den Tischen sitzen viele Studenten.,0,471,6,,,A1,73.85,A1
"„Oh nein, warum tut mein Bein weh?",0,475,7,,,A1,115.13,A1
„Mir hat es auch viel Spaß gemacht.,1,545,7,,,A2,115.13,A2
"Pro Jahr können etwa 400 bis 450 Kinder behaupten, dass der Bundespräsident ihr Patenonkel ist.",4,593,15,,,C1,73.17,C1
Wir hatten gestern Dialoge geübt.,1,444,5,9.0,113.0,A2,83.32,A2
Seine Bildergeschichten sind Klassiker; sie wurden in 200 Sprachen übersetzt und stehen seit Generationen in jedem gut sortierten Bücherregal.,4,284,19,31.0,139.0,C1,43.73,C1
Thalia hat noch keine Freunde in der Uni.,0,470,8,,,A1,105.66,A1
Mehr als 400 Jahre ist die von Stern’sche Druckerei schon alt.,2,312,11,16.0,122.0,B1,94.15,B1
"Oder ich muss mir dann immer wieder sagen: ‚Ja, die meinen das nicht böse‘.",2,302,14,20.0,125.0,B1,99.57,B1
"Die Menschen leben länger, weil viele Medikamente entwickelt wurden.",2,671,9,,,B1,62.34,B1
"Er wuchs mit der Druckerei und dem Geräusch von Druckmaschinen wie der Rotationsmaschine auf, er hatte sie im übertragenen Sinn im Rücken.",5,312,22,31.0,144.0,C2,49.15,C2
"Nun habe ich mich darauf eingelassen und bin bereit, die sich daraus ergebenden Herausforderungen umfassend zu akzeptieren.",5,unknown,17,,,C2,54.22,C2
Deshalb kann ich Ihnen unmöglich Geld auszahlen.,3,657,7,,,B2,81.29,B2
Sie gibt der Polizistin ein Bild von ihrem Fahrrad.,1,518,9,,,A2,113.1,A2
Er will nach draußen gehen und das Meer sehen.,0,489,9,,,A1,104.64,A1
Sie isst ein Brot mit Honig und trinkt eine Tasse Kaffee.,0,474,11,,,A1,102.61,A1
"Dabei wollte er längst nichts mehr von seinem zeichnerischen Werk wissen, als er 1908 im Alter von 75 Jahren starb.",4,284,20,28.0,134.0,C1,76.56,C1
"Bei dem Kurzfilm, den die AG erstellt, ist Teamarbeit gefragt.",3,307,10,15.0,122.0,B2,78.25,B2
"Andere Savant-Autisten erinnern sich an jedes einzelne Detail ihres Lebens, einschließ- lich aller Speisen, die sie gegessen, oder jedes Regenschauers, den sie erlebt haben.",5,unknown,24,,,C2,64.04,C2
"Sie können wachsen, neue Verbindungen zu anderen Nervenzellen aufnehmen, Synapsen können aktiviert, aber auch abgeschaltet werden.",5,unknown,16,,,C2,55.24,C2
"Sie sind dann beispielsweise beschädigt oder haben nicht die notwendige Größe – oder sie sind, wie die Lebkuchen, nur nicht in Alufolie, in Silberpapier, verpackt.",4,301,25,39.0,152.0,C1,72.5,C1
So hilflos bleibt er stundenlang an der Fassade hängen.,4,622,9,,,C1,53.88,C1
Viel Arbeit steckt darin – bis zu 16 Stunden verbringt er damit in der Woche.,3,459,15,19.0,125.0,B2,91.11,B2
Nicht mal 1. 000 Wölfe – den meisten Jägern ist das noch zu viel.,3,440,14,22.0,127.0,B2,107.18,B2
"Daher bemühen sich die Köche oft, Speisen zu kochen und Zutaten zu verwenden, die nicht alltäglich sind, oder, wie es Ralf Bos ausdrückt, exotische Sachen aus den Schubladen zu holen.",4,315,30,47.0,161.0,C1,66.41,C1
Im Internet findet er Informationen zu einem Deutsch-Stammtisch.,1,487,8,,,A2,37.98,A2
Die Bertold-Brecht-Oberschule: gebaut vor fast 30 Jahren – staatlich.,1,478,9,20.0,124.0,A2,71.82,A2
"Fährt jemand trotzdem mit seinem E-Scooter auf einem Gehweg, muss er Strafe bezahlen.",3,646,13,,,B2,83.66,B2
"Es geht darum, ein luxuriöses Zuhause zu schaffen, mit kräftigen Farben, schönen Oberflächen , Metallelementen und Glas.",3,481,17,28.0,141.0,B2,46.78,B2
Sie etabliert eine unnachgiebige und überaus starre Norm von Schlankheit.,5,unknown,10,,,C2,95.17,C2
Alle haben viel Spaß und tanzen bis in die Nacht.,1,531,10,,,A2,112.09,A2
Da bleibt der Muskelkater nicht aus – auch nicht bei erfahrenen Wanderern wie Katharina Kos.,3,476,15,21.0,126.0,B2,74.19,B2
Dinas Mutter sagt: „Guten Morgen Dina.,0,495,6,,,A1,56.93,A1
"In Teilen von Bayern und in Österreich gibt es in der Adventszeit ganz besondere Gestalten: die Krampusse, die durch die Straßen der Dörfer ziehen.",3,484,24,34.0,142.0,B2,72.5,B2
"Es schlug ein Blitz ein, dass sogar einige Leute an die Mauer der Kirche geschleudert wurden, und ein unwahrscheinlicher Donner folgte darauf.",4,308,22,34.0,140.0,C1,66.07,C1
Beim Deutsch-Stammtisch können Sie Deutsch sprechen.,0,487,6,,,A1,99.23,A1
Die vierkantigen Holzstücke haben sich in eine Kugel mit makelloser Oberfläche verwandelt.,4,309,12,20.0,131.0,C1,67.76,C1
Meine Leidenschaft fürs Basteln hat wahrscheinlich schon in meiner Kindheit angefangen.,2,442,11,14.0,125.0,B1,60.31,B1
Interrail – das ist eine Art Speed-Dating mit Europa.,2,466,9,13.0,117.0,B1,63.36,B1
Als Motiv wählte sie einen kleinen Anker.,1,721,7,,,A2,106.67,A2
"Also, das ist schwierig sonst mit einer anderen Blüte.",1,458,9,12.0,118.0,A2,79.26,A2
"Und hier gibt’s halt große Unterschiede zwischen dem deutschen, dem schweizerischen und dem österreichischen Deutsch.",3,323,15,21.0,128.0,B2,64.71,B2
Andreas holt die Teller und Gläser aus der Tasche.,0,493,9,,,A1,87.72,A1
"Auch Kartoffelpüree, Spinat, Blumenkohl oder Rosenkohl bekommen durch Muskat ein ganz spezielles Aroma.",3,612,13,,,B2,83.66,B2
Bei der Fahrt liest Anna ein Buch und sieht aus dem Fenster.,2,541,12,,,B1,84.68,B1
"Ist der Schwarze hemmend, fördert Grüner die Chancen?",5,unknown,8,,,C2,80.28,C2
"Das sind ganz gezielte Raubgräber mit mafiösen Strukturen, die ganz gezielt solche Grabhügel anfahren und dort ganz gezielt Raubgrabungen machen, um halt kommerziell das Ganze zu betreiben.",5,475,27,48.0,161.0,C2,69.45,C2
"Die Mieten steigen und für Normalverdiener sind manche Wohnungen in beliebten Großstädten wie München, Hamburg oder Frankfurt nicht mehr bezahlbar.",3,479,20,31.0,140.0,B2,59.64,B2
"Plattformen haben, so Oliver Suchy, nur ihre Allgemeinen Geschäftsbedingungen.",3,318,9,16.0,126.0,B2,28.5,B2
Das Verdauungssystem des Pandabären entspricht dem eines Raubtiers und der pflanzliche Bambus liefert ihm kaum Nährstoffe.,4,647,16,,,C1,72.16,C1
"Wir haben hier eigentlich nichts weiter zu tun, als dass wir eine Stadtentwicklung voranbringen, wo menschliches Maß irgendwie beibehalten wird, dass die Menschen eine Heimat haben und es nicht auseinanderbricht, was auch den sozialen Zusammenhalt betrifft.",4,464,36,50.0,167.0,C1,34.94,C1
"Rund um Maria entwickelte sich auch ein Kult mit allem, was dazu gehört: etwa Wallfahrten, Statuen, die angebetet werden, und verschiedenen Gedenk- und Feiertagen, die ihr gewidmet sind.",4,300,28,47.0,155.0,C1,59.98,C1
"Man sieht das ja omnipräsent im Fernsehen, dass irgendwelche Köche irgendwas Besonderes kochen, und jeden Abend werden irgendwelche exotischen Sachen aus ‘n Schubladen geholt, damit auch die Sendungen nicht langweilig werden.",3,315,31,50.0,161.0,B2,48.47,B2
"Die Vermittlung der literaturpraktischen Fähigkeiten dient der Erarbeitung und Entwicklung einer individuellen Schreibfähigkeit und Stilsicherheit und soll die Studierenden befähigen, selbstständig literarische Texte zu verfassen.",5,unknown,25,,,C2,3.8,C2
"Also, die Peergroup, wo dann deutlich wird, dass eine rigide Schlankheitsnorm sehr schnell überspringt von Mädchen auf Mädchen und sehr schnell auch übernommen wird, und das manchmal der Auslöser dafür sein kann, in eine Diät zu kommen, die sich dann verselbstständigen kann.",4,285,42,64.0,174.0,C1,45.77,C1
Also geht sie zur Kasse und bezahlt.,0,507,7,,,A1,106.67,A1
"Also, bei uns ist der Renner die Nusstorte, weil die ganz berühmt ist.",2,461,13,21.0,125.0,B1,92.12,B1
"Früher waren drei Mahlzeiten zu Hause üblich: Frühstück, Mittagessen und Abendessen.",2,708,11,,,B1,77.23,B1
"Wenn Menschen nichts haben, was ihnen bei der Orientierung hilft, dann laufen sie automatisch im Kreis.",4,590,16,,,C1,72.16,C1
Ganz schnell bekommt man einen Sonnenbrand.,2,575,6,,,B1,90.77,B1
Die sind sehr klein und haben ein dunkelviolettes Fruchtfleisch.,1,576,9,,,A2,87.72,A2
"Anlass war das Thema Taufe, die offizielle Aufnahme in die christliche Kirche.",3,297,12,18.0,124.0,B2,84.68,B2
"Dann folgen Österreich, Frankreich und Schweden.",0,700,6,,,A1,48.47,A1
"Hoika sieht sein Rudel meist nur durch die Fotofallen , mit denen er die Wölfe beobachtet.",3,440,16,24.0,130.0,B2,81.63,B2
"Unser Lachen, unsere Geschichten und Erinnerungen fließen von den Räumen über die Haustüren auf die Straße und überschwemmen die ganze Welt.",5,unknown,21,,,C2,75.54,C2
"Man kann einen Fahrschein für 2,60 Euro kaufen.",1,702,8,,,A2,105.66,A2
"Lukas repariert das Auto
Lukas öffnet die Tür.",0,468,8,,,A1,88.74,A1
Du musst dir aber jetzt die Hose ausziehen.,1,484,8,10.0,115.0,A2,105.66,A2
Nicht umsonst wird es auch als „Pfingstwunder“ bezeichnet.,4,304,8,16.0,123.0,C1,29.52,C1
Auch in diesem Apartmenthaus hat er Wohnungen vermittelt.,2,472,8,10.0,117.0,B1,46.44,B1
In ihnen steckt mehr Vitamin C als in Orangen.,2,571,9,,,B1,79.26,B1
Das ist halt nicht nur schnell Klick.,1,441,7,8.0,112.0,A2,115.13,A2
Außerdem kostet er nicht viel und ist umweltfreundlich.,2,712,8,,,B1,80.28,B1
"“ Manche Astronomen, also Wissenschaftler, die sich mit der Beobachtung und Erforschung von Sternen befassen, stehen laut Ute Hasenöhrl auf dem Standpunkt, dass es ein menschliches Recht ist, den Himmel sehen zu können.",4,283,33,53.0,163.0,C1,55.92,C1
Die Natur ist aber sehr schön.,0,501,6,,,A1,116.15,A1
Das serielle Fernsehen arbeitet somit an der Sicherung einer nicht zu unterschätzenden Lebenshaltung: Vertrautheit.,5,unknown,14,,,C2,40.35,C2
"Also, das, was man dadurch erreichen möchte, ist natürlich, dass die Blüte auf der einen Seite haltbarer ist.",3,456,18,25.0,132.0,B2,78.59,B2
"Nein, als ich damals “auf Lehramt” studierte, steckte ich voller Ideale.",5,unknown,11,,,C2,94.15,C2
Lisa sagt: „Mit dem Zug bist du schneller in Berlin.,1,540,10,,,A2,112.09,A2
"Die robusten Lederhosen trugen zunächst Bauern bei der Arbeit, dann Adelige bei der Jagd.",3,320,14,22.0,128.0,B2,74.19,B2
"Die leben auf dem Meeresboden, graben sich ein und können sich über ihre Pigmente , also diese Punkte, ein bisschen dunkler färben .",3,471,23,31.0,139.0,B2,67.08,B2
"In einigen Gegenden Deutschlands erzählte man den Kindern vor rund hundert Jahren auch, dass Kuckuck, Fuchs oder Storch die Eier verstecken.",4,592,21,,,C1,75.54,C1
12. 000 Besucher hatten wir allein im vergangenen Jahr.,1,486,9,12.0,119.0,A2,62.34,A2
