sentence,difficulty,text_id,sentence_length,sentence_tokens,total_tokens_per_call,difficulty_reviewed,readability
"Die Luft, die sie ausatmen, ist wärmer als die Luft im Restaurant.",A2,602,12,,,B2,93.14
Denn in den warmen Monaten werden sonst schneebedeckte Pisten zu Wanderwegen und Mountainbike - Trails .,B2,461,16,24.0,131.0,B2,31.89
"Zu diesem Ergebnis kommt eine Studie, die das Robert Koch-Institut vorgestellt hat.",A2,697,12,,,B2,84.68
Lepman wollte dies mit Hilfe internationaler Kinderbücher erreichen.,C1,296,8,14.0,119.0,B2,21.06
Ein Grund dafür ist der vorangegangene dunkle Winter.,A2,579,8,,,B2,46.44
Obwohl – oder vielleicht auch weil – das Smartphone immer da ist.,A2,640,12,,,B2,78.25
Eine eindrucksvolle Zahl zum Schluss: 100 Billionen Bakterien leben in unserem Darm.,A2,573,12,,,B2,67.76
"Es gibt kaum Schriftstücke, Aufzeichnungen, die an die folgenden Generationen überliefert, weitergegeben wurden.",C1,286,13,23.0,134.0,C1,24.44
"Die Muttersubstanz, die wir weghaben wollen, die verschwindet in der Tat bei einigen Verfahren – manche nur zur Hälfte.",C1,305,19,29.0,138.0,C1,78.59
"Und weil die Jünger Jesu mit dem Tag der „Ausgießung“ des Heiligen Geistes anfingen, seine Taten zu verkünden, gilt Pfingsten auch als Geburtstag der Kirche.",C1,304,25,42.0,152.0,C1,63.02
"Doch wer war sie, die geheimnisvolle Markgräfin?",C1,286,7,14.0,120.0,C1,106.67
Im internationalen Vergleich rangiert Deutschland bei den Ausgaben für professionell geplante Hochzeiten eher im Mittelfeld .,B2,483,16,22.0,130.0,C1,30.87
Noch vor 20 Jahren spielte er in der deutschen Küche so gut wie keine Rolle.,A2,612,15,,,C1,107.01
"Sie sind neu, sie sind knallig , sie sind nachhaltig – und damit absolut instagrammable , wie man schon wenige Stunden nach Verkaufsstart sieht.",B2,462,24,30.0,139.0,C1,67.08
"Meist bleibt den Bäuerinnen und Bauern nur, ihre Anbaumethoden zu modernisieren, mit dem Ziel, höhere Erträge und bessere Qualität zu erreichen.",C1,291,21,33.0,144.0,C1,67.08
Goethe war bereits der Meinung: „Ein gescheiter Mensch findet auf Reisen die beste Bildung“.,C1,313,14,22.0,129.0,C1,65.73
Oft verliert die Wissenschaft durch die illegale Schatzsuche wichtige historische Zeugnisse.,B2,475,11,17.0,128.0,C1,60.31
"Zwar sei diese Art des Trainings für den Geist anstrengend, aber auch konstruktiv, weil man geistig in Form bleibe.",C1,316,19,29.0,137.0,C1,86.03
"Es dominieren nicht nur neuere Medien wie Internet und Smartphone, sondern auch klassische Medien wie Radio, Telefon oder Zeitungen.",A2,698,19,,,C1,43.73
"Sie alle hier in Belgien leben mit einem Stück bitterster Weltgeschichte, Tag für Tag.",B2,480,14,19.0,124.0,C1,74.19
"Also, man hat ja den Dom, den sieht man eigentlich so jeden Tag, und hier wird er noch mal richtig präsent in allen Facetten , die auch die Geschichte des Domes letztendlich widerspiegeln .",B2,474,34,42.0,150.0,C1,72.84
"Sie tun sich viel, viel schwerer und können meistens nicht ohne medikamentöse Unterstützung und ohne einen Coach aufhören.",C1,298,18,26.0,134.0,C1,70.13
"Als sie und ihre Familienmitglieder in Stein gemeißelt wurden, war sie schon 200 Jahre tot.",C1,286,15,22.0,127.0,C1,81.63
"Die 35. 000 Euro ihres Stipendiums fließen komplett in moderne Ausstattung, den Unterricht und Unterbringung der Schüler.",B2,478,17,28.0,140.0,C1,62.68
"Mit den entsprechenden körperlichen Konsequenzen: Bänder- oder Kreuzbandrisse, Meniskusschäden, Tennisarme, Jochbeinbrüche oder Gehirnerschütterungen sorgen dafür, dass Sportlerinnen und Sportler für einige Zeit ausfallen.",C1,317,23,52.0,168.0,C1,14.29
"Einige, in der Regel reiche Menschen, ließen sich in Sänften auf den Berg tragen – wie beispielsweise 1868 die britische Queen Victoria.",C1,311,22,33.0,141.0,C1,67.08
"Wenn alles gut läuft, sind die Gäste bei ihrer Abreise achtsamer und haben mehr Respekt für die Landschaft, in der sie Urlaub machen.",B2,471,23,30.0,138.0,C1,90.43
All das macht aus seinen Schriften ein einmaliges Dokument der Entstehung des modernen Denkens.,C1,313,14,20.0,128.0,C1,74.19
"Denn bis dahin war er ihnen mehrfach erschienen, sie spürten seine Gegenwart.",C1,304,12,17.0,127.0,C1,84.68
Wie sehr sich die Menschen aber auch bemühen: Glücklich macht sie die Arbeit allein sicherlich nicht.,C1,287,16,20.0,127.0,C1,80.62
"In ihrer Küche kocht sie oft mit Gästen Gerichte, die mit Blumen wie Rose, Lavendel oder Holunder gewürzt werden.",B2,456,19,27.0,135.0,C1,77.57
"Außerdem hielt sich lange Zeit die Vorstellung, dass im Wald Geister und Hexen leben.",C1,325,14,19.0,124.0,C1,82.65
"Wenn diese Saat heranwächst, wachsen auch diegesetzlosen Zustände im Land.",C1,284,10,17.0,125.0,C1,69.79
"Der Pianist und Musikforscher hat viele Jahre seines Lebens die Geschichte der Familie Strauss studiert, die so viele große Musiker hervorgebracht hat.",B2,477,22,30.0,138.0,C1,66.07
“ Trotz vieler Parallelen: Adolf wollte nicht wie sein Vater sein.,C1,292,11,15.0,121.0,C1,78.25
"„Ich möchte gerne Kindern die Möglichkeit geben, beides kennenzulernen, sowohl die christliche Religion – also etwas anderes, was sie nicht tagtäglich erleben –, und gleichzeitig aber auch uns neugierig machen auf das, was die muslimischen Kinder im Alltag erleben.",C1,297,39,54.0,168.0,C1,42.38
"Was aber sorgt dafür, dass wir uns von schlechten Nachrichten eher angezogen fühlen als von positiven?",C1,290,16,19.0,128.0,C1,72.16
"So richtig als Wiesn-Kleidungsstück setzte es sich erst spät durch, erzählt Egger: „Das erste Werbeformat, das ich gefunden habe, war von Lodenfrey , und das ist eigentlich erst aus den [19]70er Jahren so.",C1,320,33,53.0,163.0,C1,64.38
"Nicht irgendein Laden, nein: Es handelt sich um einen begehbaren Käse-Humidor – das bedeutet, das hier Käse bei hoher Luftfeuchtigkeit gelagert wird.",C1,322,22,38.0,151.0,C1,58.62
"So konnten Forschende bei Testpersonen von verschiedenen Kontinenten nachweisen, dass diese erregter und aufmerksamer wurden, sobald sie schlechte Nachrichten hörten – unabhängig von ihrer Herkunft.",C1,290,25,39.0,155.0,C1,30.2
"Sie sollten die Angebote der christlichen Gemeinschaft, der Gemeinde, für sich nutzen, sie als ihre betrachten.",C1,297,16,21.0,129.0,C1,72.16
"Allerdings sind manche Länder vom Automatisierungsrisiko stärker betroffen als andere: In Ländern wie Deutschland und Österreich ist das Risiko viel höher als beispielsweise in Ländern wie Korea, Estland oder Finnland.",C1,318,30,40.0,161.0,C1,41.03
Früher fand man in kalten Wohnungen oft Eisblumen auf der Innenseite von dünnen Fenstern.,A2,595,14,,,C1,57.27
"Bei der Nacht sieht das anders aus, sagt die Historikerin Ute Hasenöhrl: „Im Gegensatz dazu ist die Nacht – also Dunkelheit, Finsternis – weitgehend negativ besetzt, steht zum Beispiel für Armut, Gefahr oder auch Verbrechen.",C1,283,35,58.0,166.0,C1,46.44
"Einer der ersten, der im deutschsprachigen Raum von ‚Reiseliteratur‘ geschrieben hat, war Robert Prutz, ein fortschrittlicher Publizist und Literaturwissenschaftler im Vormärz, das heißt, er lebte in derselben Zeit wie die Brüder Grimm zum Beispiel.",C1,313,34,61.0,176.0,C1,53.89
"Ein Ziel der Initiatoren ist, mehr Verständnis für den Glauben der jeweils anderen Religionsgruppe zu wecken.",C1,297,16,23.0,134.0,C1,46.78
"Er hat herausgefunden, dass sich zum Beispiel Schüler im Unterricht einen Sachverhalt leichter merken, wenn er mit einem Witz verbunden wird.",C1,303,21,29.0,139.0,C1,58.62
"„Nicht Heil: Unheil, Zerstörung und Tod hat er über Millionen Menschen gebracht.",C1,292,12,19.0,128.0,C1,67.76
"Wenn die Entwicklung ansonsten normal verläuft, besteht hier kein Grund zur Sorge.",A2,696,12,,,C1,50.84
"Keine Wandtapete , sondern die grandiose Kulisse rund ums Bett zieht Menschen aus der ganzen Welt an.",B2,450,17,22.0,130.0,C1,89.08
Sie wollte die durch den Zweiten Weltkrieg – Zitat – „gänzlich verwirrte Welt langsam wieder ins Lot bringen“.,C1,296,18,27.0,134.0,C1,80.62
"Dabei stellen sie sich nicht bewusst gegen die Gesellschaft, sind oppositionell.",C1,302,11,14.0,121.0,C1,77.23
"Die Chinesen lässt der Krawall kalt , sie sind ja zum Glück für die Demonstranten hier in Trier nicht zuständig.",B2,454,20,27.0,135.0,C1,77.57
"“ Ob als Hintergrund für eine Welt, in der alles noch seine Ordnung hat, oder als Gegenstand ehrfürchtiger Gesänge: Der Wald steht für reine Natur und Ursprünglichkeit.",C1,325,27,38.0,150.0,C1,78.93
Für das Berner Bestattungsunternehmen ist der ungewöhnliche Leichentransport mehr als ein Werbegag .,C1,293,13,24.0,131.0,C1,42.38
"“ Gert Mittring findet, dass es jemandem leichter fällt, Assoziationen zu schaffen, wenn sie oder er Bezüge zu etwas herstellt, was sie oder ihn sehr interessiert.",C1,316,26,39.0,149.0,C1,46.1
"Das Wasser sitzt vor allem im Blut und in Organen wie Hirn, Herz, Nieren, Lunge und Leber und sogar in Zähnen und Knochen.",A2,665,23,,,C1,81.97
"So dachten Mediziner bis ins 19. Jahrhundert, dass Krankheiten wie Pest und Cholera über die Luft verbreitet wurden.",C1,325,18,27.0,136.0,C1,70.8
"Die bayerische Küche ist ursprünglich eine sehr bodenständige , bäuerliche Küche, die sich durch deftige, kalorienreiche Gerichte auszeichnet.",C1,319,18,34.0,146.0,C1,54.22
Wie der Sohn zum Diktator wurde“ des österreichischen Historikers Roman Sandgruber – und bringt ein wenig Licht ins Dunkel der Geschichte.,C1,292,21,30.0,136.0,C1,59.64
Der Komponist und Musiker Johann Strauss schrieb Mitte des 19. Jahrhunderts Walzer wie „An der schönen blauen Donau“ und machte die Musik über die Grenzen Österreichs hinaus bekannt.,B2,477,28,39.0,154.0,C1,74.19
"Diese Statistik sieht seit vier Jahren fast gleich aus, obwohl man in der Zwischenzeit viel über Klimaschutz und umweltfreundliche Transportmittel diskutiert hat.",A2,610,22,,,C1,49.15
"Doch wie verbreitet ist dieser Lebensstil, der sich so stark von der gewohnten klassischen Zweierbeziehung unterscheidet?",C1,324,16,27.0,134.0,C1,55.24
"Es sei klar, dass die Kinder dann auch mit christlichen Symbolen wie dem Kreuz in Kontakt kommen.",C1,297,17,21.0,125.0,C1,88.06
"Und angeblich organisierten Hausangestellte sogar Streiks, weil sie Hummer nicht öfters als dreimal pro Woche essen wollten.",A2,659,17,,,C1,62.68
"Und es hat relativ lange gedauert, bis sie eigentlich die Frage als solche entschlüsselt hat, dass sich das auf die Tüte bezogen hat, die man ihr angeboten hat.",C1,323,28,38.0,146.0,C1,76.9
"Dessen berühmtes Kinderbuch „Die Konferenz der Tiere“ war von Jella Lepmans Vision inspiriert und erschien ebenfalls 1949. Es handelt davon, wie Kinder gemeinsam mit ihren Freunden, den Tieren, die Welt regieren, weil die Erwachsenen dazu nicht in der Lage sind.",C1,296,40,60.0,175.0,C1,68.1
Die vierkantigen Holzstücke haben sich in eine Kugel mit makelloser Oberfläche verwandelt.,C1,309,12,20.0,131.0,C1,67.76
"“ Eine Mitarbeiterin an einem anderen Schalter war ebenfalls clever und behauptete einfach, dass er in einer bargeldlosen Filiale ist und man ihm deshalb kein Geld geben kann.",A2,657,28,,,C1,52.53
"Wer es nicht zeigte, hatte mit dieser Gruppe „nichts am Hut“.",C1,301,11,15.0,121.0,C1,102.61
"Wir haben hier eigentlich nichts weiter zu tun, als dass wir eine Stadtentwicklung voranbringen, wo menschliches Maß irgendwie beibehalten wird, dass die Menschen eine Heimat haben und es nicht auseinanderbricht, was auch den sozialen Zusammenhalt betrifft.",B2,464,36,50.0,167.0,C1,34.94
Und das ist bei Hitler so und das findet man in der Gegenwart durchaus auch mit gar nicht so wenig Beispielen.,C1,292,21,24.0,131.0,C1,84.0
"Viele Kinder hatten keine Eltern mehr; sie wussten nicht, wohin, und vagabundierten oder streunten umher.",C1,284,15,26.0,134.0,C1,81.63
Ob Heimatgefühl oder Sehnsuchtsort - der Mythos Bayern wird von Einheimischen und Touristen am Leben gehalten.,B2,453,16,26.0,134.0,C1,56.25
Uwe Seeler beispielsweise arbeitete deshalb zusätzlich noch als Repräsentant des deutschen Sportartikelherstellers Adidas und betrieb eine Tankstelle.,C1,314,17,30.0,142.0,C1,45.76
"Manchmal braucht es dann seine Zeit, bis man herausgefunden, entschlüsselt, hat, was gemeint ist.",C1,323,14,25.0,132.0,C1,74.19
"Egal wie charmant sie eingeladen wird, sie trinkt nie mit.",B2,465,10,15.0,121.0,C1,86.71
"Doch zurück zu den Anfängen, bevor Wilhelm Busch zum Eigenbrötler wurde: Als junger Mann hatte er zunächst Maschinenbau studiert, sein Traum war es aber, Maler zu werden.",C1,284,27,41.0,151.0,C1,69.45
"Da eine Raumstation in 24 Stunden 16-mal um die Erde fliegt, geht die Sonne alle 90 Minuten einmal auf und einmal unter.",A2,747,22,,,C1,74.53
Aber im Herbst 1989 nach der Öffnung der innerdeutschen Grenze fuhr ein ganzes Volk mit den Plastebombern in die Freiheit.,C1,294,20,32.0,141.0,C1,68.1
"Als er hört, dass plötzlich jemand die Eingangstür öffnet, springt er auf den Balkon und versucht, über die Hauswand nach unten zu klettern.",A2,622,23,,,C1,73.51
Mit guten Vorsätzen kann man sein Schicksal aber auch selbst bestimmen.,B2,438,11,15.0,122.0,C1,77.23
"Nicht verpönt war es, sich auch mal auf die faule Haut zu legen, nichts zu tun.",C1,287,16,21.0,128.0,C1,97.54
Fußballtrainer Hans-Jürgen Tritschokswarnt vor jeder einzelnen Verletzung eines Profisportlers: „Verletzungen führen halt zu strukturellen Veränderungen.,C1,317,15,35.0,148.0,C1,13.95
"Das hat sich so schnell rumgesprochen und war dann so beliebt, dass sich eigentlich niemand mehr getraut hat, das Ding wieder abzureißen.",C1,321,22,31.0,138.0,C1,82.99
Aber die Frauen besannen sich auf das Erbe der beiden Käsepioniere.,B2,486,11,17.0,123.0,C1,68.77
"Also, man liest Bücher, man denkt nach, man pflegt seinen Garten oder spielt Klavier, oder was man sonst so an schönen Dingen tun und treiben kann, und das ist ja eigentlich was Empfehlenswertes.",C1,287,33,43.0,156.0,C1,71.82
"Um sie zu beantworten, muss man sich selbst gut kennen, die Situation genau analysieren und sich über die eigenen Wünsche und Vorstellungen klar werden – und über die des Anderen.",C1,324,30,35.0,145.0,C1,58.96
"Allerdings, so Ute Krüger, ist die Schnäppchenjagd nicht mehr nur auf diese Gruppe beschränkt, betrifft nicht nur sie.",C1,301,18,30.0,141.0,C1,78.59
"Er galt als gewaltbereiter Despot, rechthaberischer Besserwisser und Pedant .",C1,292,10,22.0,127.0,C1,53.88
"Und wenn es aus so ’nem Befund , aus so ’nem Grab, wo Knochen schnitzereien drin waren und ein Totenbett lag, wenn da die ganzen kompletten Gefäße und Münzen weg sind, ja, weil sie jemand vorher geklaut hat … Das ist dann für uns ein Riesen verlust !",B2,475,48,68.0,181.0,C1,68.1
"Und es gibt dafür auch eine Erklärung: Abends haben wir nicht mehr so viel Kraft wie am Morgen, wir sind müder und die moralische Kontrolle wird anstrengend.",A2,746,27,,,C1,77.91
Diese Genießer tauchen immer tiefer in die Feinschmeckerküche ab.,C1,315,9,19.0,124.0,C1,79.26
"Und dadurch, dass man aber darüber so offen spricht, werden einem viele Dinge klar.",C1,324,14,17.0,123.0,C1,99.57
"Denn sie müssen sich dann zu einer Organisationsform wandeln, die die Interessen von Selbstständigen wahrnehmen.",C1,318,15,22.0,129.0,C1,39.33
"Vermutlich hatte der Notar, so Sandgruber, den Namen falsch verstanden und trug statt ‚Hiedler‘ ‚Hitler‘ ein.",C1,292,16,32.0,140.0,C1,63.7
"Und dann natürlich auch Satire auf das, was wir heute so gern Spießbürgertum nennen, wenn Sie an den Lehrer Lämpel denken beispielsweise, der da selbstzufrieden seine Pfeife raucht.",C1,284,28,45.0,161.0,C1,68.44
"Und ein kleines Geheimnis verrät Restaurantleiterin Hildburg Abel noch: „Am allerbesten schmeckt der Grünkohl ohnehin, wenn man ihn am nächsten Tag aufwärmt.",C1,289,22,39.0,149.0,C1,66.07
"Diesen Eindruck können alle diejenigen gewinnen, die täglich in sozialen Medien unterwegs sind, Nachrichten hören oder sehen, Zeitung lesen.",C1,290,19,24.0,141.0,C1,60.65
“ Die pikante bayerische Käsezubereitung wird gern als Zwischenmahlzeit serviert.,C1,319,10,22.0,128.0,C1,62.34
"“ Josef erklärt, dass man sich, bevor man mit dem Jodeln loslegt, stimulieren muss.",C1,306,14,22.0,127.0,C1,92.12
Bei gefragten Berufen gelingt nach der Erziehungspause der Wiedereinstieg besser.,B2,445,10,20.0,125.0,C1,86.71
"Was glauben Sie, geht der Mensch im Laufe seines Lebens einmal um die Erde?",A2,594,14,,,C1,99.57
"Die Kohltour gehört, so das Tourismusamt, zu Oldenburg wie der Karneval zu Köln.",C1,289,13,23.0,127.0,C1,83.66
"Die Mauerteile finde ich gut, aber man hätte hier die geschichtliche Bedeutung mehr wertschätzen sollen.",B2,439,15,23.0,131.0,C1,90.09
"Außerdem steigen einige Menschen lieber in ihr Auto, weil sie Angst haben, sich in öffentlichen Verkehrsmitteln anzustecken.",A2,610,17,,,C1,71.14
"Rund um Maria entwickelte sich auch ein Kult mit allem, was dazu gehört: etwa Wallfahrten, Statuen, die angebetet werden, und verschiedenen Gedenk- und Feiertagen, die ihr gewidmet sind.",C1,300,28,47.0,155.0,C1,59.98
"In den vergangenen Jahren ist in Deutschland die Zahl derjenigen gewachsen, die redensartlich „auf Bio setzen“, auf nachhaltige Produkte.",C1,315,19,29.0,136.0,C1,52.19
Denn mit dem Zusammenbruch der Planwirtschaft war auch das Ende des auf dem Weltmarkt nicht mehr wettbewerbsfähigen Autos praktisch zwangsläufig.,C1,294,20,30.0,142.0,C1,51.18
"Das Gebiet im Osten Deutschlands, die sogenannte Sächsische Schweiz, gilt als eines der ältesten Klettergebiete der Erde.",C1,321,17,27.0,139.0,C1,37.3
"Es ist schon eine Voraussetzung, wenn man einen solchen Status „ Welterbe “ hat, dass das Bauwerk auch erhalten bleibt und dass auch die Stadt dafür sorgt, dass es beispielsweise Schutzzonen rings um den Dom gibt, dass es keine Hochhäuser gibt, die dann in der Sichtachse des Aachener Doms liegen.",B2,474,50,68.0,185.0,C1,48.14
Interessanterweise spielen kulturelle Unterschiede bei dieser Entscheidung fast keine Rolle.,A2,600,10,,,C1,27.49
"Also, das hab’ ich nicht aus ‘ner Notwendigkeit gegründet, weil es zu wenig Humor gibt, sondern einfach aus der Faszination an Humor mit ‘ner gewissen Seriosität.",C1,303,26,39.0,148.0,C1,62.01
"Wer dezente Zurückhaltung langweilig findet, kann mit dem Rock 'n' Roll-Trend diese Weihnachten nicht falsch liegen .",B2,481,17,26.0,135.0,C1,63.7
"Wenn Menschen nichts haben, was ihnen bei der Orientierung hilft, dann laufen sie automatisch im Kreis.",A2,590,16,,,C1,72.16
Die vier Pferde werden von der römischen Siegesgöttin Victoria gelenkt.,B2,452,10,19.0,124.0,C1,44.41
"Erst wenn der Kohl mindestens drei Stunden gekocht hat, erhält er die richtige sämige Beschaffenheit, Konsistenz.",C1,289,16,26.0,136.0,C1,72.16
Natürlich ist die Mutterverehrung durch den Marienkult im Christentum ganz extrem angewachsen.,C1,300,12,22.0,127.0,C1,59.3
"Anfang der 1970er Jahre brachte ein Bestechungsskandal die Bundesliga in die Schlagzeilen: Einige Vereine, darunter Arminia Bielefeld, hatten Geld an Spieler gegnerischer Mannschaften gezahlt, damit sie die Spiele verloren.",C1,314,29,53.0,166.0,C1,58.96
… Laptop auf dem Schreibtisch und Tablet auf dem Sofa – unser Kommunikationsverhalten hat sich in den letzten Jahren sehr verändert.,A2,640,21,,,C1,60.65
