sentence,difficulty,sentence_length
"In einem offenen Brief der Holocaust-Gedenkstätten steht zum Beispiel, dass der Entwurf die zentrale Bedeutung des „Menschheitsverbrechens der Shoah“ für Deutschland nicht deutlich macht und daher „im Sinne der Verharmlosung der NS-Verbrechen verstanden werden“ könnte.",C1,35
Obwohl Frank Hanel gut auf seine Schafe aufpasst und seinen Beruf mit Leidenschaft ausübt: Finanziell lohnt sich die Schäferei für ihn kaum noch.,C1,23
"Schirmherr und Stadtpräsident Alec von Graffenried bekräftigt, dass man in Bern einen „ unverkrampfteren und offeneren Umgang mit dem Sterben und dem Tod“ praktizieren wolle.",C1,25
"Das waren die Ziele, die feststehen, und vieles andere, was man liest und hört, ist wohl mehr Spekulation.",C1,18
"Von ihnen zu verlangen, sich zu achten, ist keineswegs eine Utopie.",C1,11
"Und das macht etwas mit uns, wie Maren Urner erklärt: „In erster Linie sorgt es erst mal dafür, dass wir alle [eine] zu negative Erwartungshaltung haben.",C1,26
Im Laufe der Zeit hat sich das Aufgabengebiet des TÜVs stark erweitert.,C1,12
Denn schließlich verlangte er später von Millionen seiner Untertanen lupenreine Abstammungsnachweise .,C1,12
"So konnten Forschende bei Testpersonen von verschiedenen Kontinenten nachweisen, dass diese erregter und aufmerksamer wurden, sobald sie schlechte Nachrichten hörten – unabhängig von ihrer Herkunft.",C1,25
Doch genau 3. 069. 099 Stück der legendären Autos liefen seit Produktionsstart 1957 in der sächsischen Kleinstadt Zwickau vom Band – bis zum 30. April 1991 um 14 Uhr 51. Dann war endgültig Schluss.,C1,34
"“ Sehr bedenklich findet die Psychoanalytikerin allerdings einen Fakt, der mit einer negativen Nachrichtenflut einhergeht : „Es entsteht kehrseitig natürlich auch etwas, was ich strenggenommen noch viel beunruhigender finde, nämlich ein Maß an Abstumpfung , ja.",C1,36
"Während die Einnahmen mit den Jahren sanken, stiegen die Kosten immer weiter – für die Pacht von Weideland, Diesel für Traktoren, die Berufsgenossenschaft , dazu die teuren Herdenschutzhunde gegen die Wölfe.",C1,31
Im 16. Jahrhundert war die Bezeichnung eines „Faulbetts“ durchaus noch geläufig.,C1,11
Ins Leben gerufen wurde sie von einer Frau mit einer Vision.,C1,11
"Und das ist ja mit ein Grund, warum ich diese Idee hatte, dieses Archiv anzulegen , um Informationen sehr viel dauerhafter auch aufzubewahren für die nächsten Generationen, damit die einen Einblick in deren eigene Vergangenheit haben können.",C1,37
"Weil Großstädter so sehr an künstliches Licht gewöhnt sind, wissen manche gar nicht, wie ein Sternenhimmel aussieht.",C1,17
"Die Olympische Fanfare erklang, als Georg I. von Griechenland am 6. April 1896 die ersten internationalen Olympischen Spiele der Neuzeit eröffnete.",C1,21
"„Was er wollte, war Erziehung, war Pädagogik durch Sport und völkerverbindende Merkmale durch Sport.",C1,14
Viele Medien machen sich diesen Effekt übrigens zunutze.,C1,8
"Das heißt also, ein Korn wird vorher getrunken, eben zum Magen-Anwärmen, einer zwischendurch und natürlich hinterher gehört immer einer, denn dann soll ja richtig schön die Verdauung einsetzen.",C1,28
"“ Doch ob jemand wirklich krank wird, weil das Gehirn sich ständig negativen Reizen ausgesetzt sieht, hängt laut der Psychoanalytikerin Benigna Gerisch auch von der persönlichen Lebenssituation ab: „Es steht und fällt mit dem Boden, auf den es fällt, ja.",C1,40
"Meist bleibt den Bäuerinnen und Bauern nur, ihre Anbaumethoden zu modernisieren, mit dem Ziel, höhere Erträge und bessere Qualität zu erreichen.",C1,21
"“ Manche Astronomen, also Wissenschaftler, die sich mit der Beobachtung und Erforschung von Sternen befassen, stehen laut Ute Hasenöhrl auf dem Standpunkt, dass es ein menschliches Recht ist, den Himmel sehen zu können.",C1,33
Auch der Ablauf entsprach nicht dem antiken Vorbild.,C1,8
"“ Für Frank Hanel läuft hier einiges schief, funktioniert nicht so, wie es sein sollte.",C1,15
"Doch gerade das ist – transportmäßig betrachtet – sein Vorteil: Es gibt keine Geschmackseinbußen, der Kaffee verliert kein Aroma.",C1,19
"Es hat ausgebliebene Importe aus dem Westen in großem Stil ersetzt , ein Drittel aller russischen Importe stammt mittlerweile von dort.",C1,21
Aber über einen längeren Zeitraum betrachtet haben sich viele Dinge auch positiv entwickelt: So war die Kindersterblichkeit nie geringer.,C1,19
Auf dem Schwarzmarkt wurde gar mehr als das Zweieinhalbfache verlangt.,C1,10
Die Sowjetunion hatte zunächst keine Literatur beigesteuert – wegen der Unterstützung Lepmans durch die Amerikaner.,C1,15
"Ferner trägt er die Kleidung, die die Hinterbliebenen dem Bestatter, der Bestatterin zur Verfügung gestellt haben.",C1,16
Nationalteams waren damals noch nicht am Start – und es gab 43 Entscheidungen in nur neun Sportarten.,C1,17
Denn mit dem Zusammenbruch der Planwirtschaft war auch das Ende des auf dem Weltmarkt nicht mehr wettbewerbsfähigen Autos praktisch zwangsläufig.,C1,20
"In der Romanik war Christus der Herrschende, Triumphierende dargestellt.",C1,9
Ein Berner Unternehmen will damit das Thema Tod und Sterben enttabuisieren.,C1,11
"Aber es gibt auch einen großen Mangel an Chips, und der scheint dazu zu führen, dass keine gute Munition mehr produziert werden kann, keine Präzisions munition.",C1,26
Daher behalf man sich mit vorhandenen Rohstoffen.,C1,7
"Man hat, etwas fußend auf der Tradition der nationalen Olympischen Spiele in Griechenland, die ja vorher schon durchgeführt wurden, hat man sozusagen ein internationales Kontingent draufgesetzt.",C1,26
"Die Zeit dort habe die Kinder und sie geprägt, dort hätten sie gelernt, mit Konflikten, mit solchen Sachen, offen umzugehen, sagt Sultan: „Wir können uns sehr gut darüber auseinandersetzen.",C1,29
"Pierre de Coubertin orientierte sich an den englischen „Wenlock Olympian Games“, die erstmals 1860 in der englischen Kleinstadt Much Wenlock stattfanden.",C1,21
"Das heißt, in diesem Konsumieren ist auch so etwas drin wie ein ‚ Thrill ‘, also eine Art Angstlust sozusagen, sich dem auszusetzen .",C1,24
Der Rat des Historikers nach der intensiven Beschäftigung mit Alois Hitler lautet: „Lernen Sie Geschichte.,C1,15
"Die Zahl der Wanderschäfer liegt unter 30. Somit besteht die Gefahr, dass ein sehr alter Beruf in Deutschland ausstirbt.",C1,19
"“ Maren Urner hat – angestoßen durch ihre Forschung – ein Nachrichtenportal mitgegründet, auf dem Nachrichten auf konstruktive Weise präsentiert werden – mit Lösungsansätzen.",C1,24
"Für 50. 000 Goldmark hatte er sämtliche Rechte an seinen Bildergeschichten abgetreten, um die letzten 13 Jahre zurückgezogen hinter langem Bart und unter einem tief ins Gesicht gezogenen Hut in einem kleinen Dorf zu verbringen.",C1,35
"Das ist sozusagen eigentlich die Struktur, die man da im späten 19. Jahrhundert überall feststellen kann.",C1,16
"Aber ist klar: Wer einmal angebissen hat, ist angefixt .",C1,10
Oberärztin Katrin Imbierowicz hat sich in der Bonner Universitätsklinik darauf spezialisiert.,C1,11
"Auf dem Land war ein schreckliches Elend ausgebrochen, die Tagelöhner verhungerten scharenweise.",C1,12
Anders als im Familienhaushalt werden in der Restaurantküche nicht alle Zutaten auf einmal in den Topf geworfen.,C1,17
Andere Gründe habe er nicht gehabt.,C1,6
"Denn das Wintergemüse mit den krausen, gefächerten Blättern und den langen, harten Stängeln erinnert angesichts seiner Höhe an eine Palme.",C1,20
"Besucher ließ er nicht zu und verbot auch Fanny, ins Dorf zu gehen.",C1,13
"Das Besondere bei diesem Bier ist beim Maischen, dass wir fünf Prozent Brot halt reingeben und dann pumpen wir die Maische rüber in den Läuter bottich und im Läuterbottich trennen wir dann Flüssigkeit von dem Festen und die Flüssigkeit ist dann die sogenannte Bierwürze, die wir dann später kochen.",C1,49
"Stattdessen gehen sie Beschäftigungen nach, die entweder dem Kopf oder dem Körper etwas abverlangen.",C1,14
"Licht war nun Symbol für Moderne und Fortschritt – aber nicht für alle, wie Ute Hasenöhrl erklärt: „Es gab ja da schon mal eine erste Kritikwelle in den 1920er-Jahren, die sich gegen Leuchtreklame gerichtet hat.",C1,35
Und bestimmte Dinge einfach zu überspitzen und etwas anders darzustellen.,C1,10
"Meiner Meinung nach sollten alle Brauer darauf hinarbeiten , einen gewissen Nachhaltigkeitsfaktor zu erreichen und ihren Wasser verbrauch zu minimieren, nachhaltige Verpackungen zu verwenden, die sich auch leicht recyceln lassen.",C1,30
"Stumm und doch sehr lebendig schaut sie dem Besucher des Naumburger Doms aus vier Metern Höhe entgegen: Die lebensgroße Steinskulptur von Uta, der Markgräfin von Ballenstedt, einer Stadt im Harz.",C1,30
"Aber um sich zu achten, muss man sich erst einmal kennenlernen.",C1,11
Positive Dinge werden meist ausgeblendet.,C1,5
"“ Und obwohl ihre Kinder längst nicht mehr in die Kindertagesstätte gehen, engagiert sich Sultan noch immer bei Gottesdiensten der Sprengelkiez-Gemeinde.",C1,21
"Es strahlt nicht nur Gebäude, Straßen und Werbebotschaften an, sondern auch Moleküle und Staubpartikel in der Atmosphäre.",C1,17
"Das bedeutet aber auch im gleichen Zuge , dass wir dafür Personen und Besatzungen an Bord brauchen dieser Schiffe, und diese sind, wenn wir uns heute die Realität angucken, eben sehr schwer zu bekommen.",C1,34
"Der erste Verleger lehnte das Buch übrigens ab, dem zweiten, Kaspar Braun, gefiel die Geschichte.",C1,15
"Wie sollte er auch ahnen, dass Busch später mit „Max und Moritz“ weltberühmt werden sollte?",C1,15
"Ganz viele Auftraggeber möchten jetzt so schnell wie möglich, nur, dass jetzt in dem Sinne weder Ingenieurbüros noch Fachkräfte in dem Maße zur Verfügung stehen , und auch Hersteller von Wärmepumpen oder erneuerbaren Energiesystemen erst hochskalieren müssen.",C1,37
"Und im Abgleich dazu können wir dann vielleicht so etwas erleben wie eine Entlastung, bezogen auf das eigene, möglicherweise bis dahin als trist empfundene Leben, was jetzt angesichts sozusagen der Katastrophen in der Welt doch erträglicher erscheint.",C1,37
"“ Max und Moritz werden nicht einfach nur zu Saatkörnern, sie wurden gesät als Saat der Anarchie.",C1,17
"Dort geht es schon mal hoch her, es wird viel und laut gestritten.",C1,13
"Stattdessen war er stolz auf sein autodidaktisch erworbenes Wissen, hielt sich für genial.",C1,13
Die umgangssprachliche Wendung geht vermutlich zurück auf die veraltete Wendung „auf der faulen Bärenhaut liegen“.,C1,15
"Und das führt wie der Astronom Andreas Hänel von Dark Sky Deutschland am Beispiel Berlins erläutert zu Folgendem: „Zum Beispiel Berlin, was ja in ‘nem relativ dunklen Umfeld liegt, da kann man die Lichterglocke von Berlin – die sieht man noch 70, 80 Kilometer außerhalb der Stadt.",C1,47
"Sie ist aber auch ein Bestandteil der wichtigsten Grünkohl-Beilage, der Pinkelwurst, die auf keinem Oldenburger Grünkohlteller fehlen darf: „Es ist eine Grützwurst, an der eben halt auch wieder Hafergrütze drin ist und Zwiebeln.",C1,33
"“ Untersuchungen haben ergeben, so Gerisch, dass beispielsweise das Schlagwort ‚Bombe‘ eher angeklickt wird als das mit einer positiven Information verbundene Schlagwort ‚Baby‘.",C1,23
"Und von da aus schätzen wir ab, dass es in Deutschland eben die Lichtmenge und damit auch die Menge, die eben ungenutzt an den Himmel geht, um ein bis zwei Prozent pro Jahr zunimmt.",C1,34
"Bremsen und Stoßdämpfer müssen in Ordnung sein, der Abgasausstoß darf bestimmte Grenzwerte nicht überschreiten.",C1,14
"„Der Aufstieg der menschlichen Zivilisation hat die Evolution und Verbreitung von Arten ausgelöst , die an städtische Umgebungen angepasst sind“, so die Studie.",C1,23
"Und er verachtet alle, die einen regulären Bildungsgang gemacht haben.",C1,10
"Doch in der Regel ist das, was da als schlechte Nachricht rüberkommt, weit weg, berührt die meisten persönlich nicht.",C1,19
Sie vermitteln einen Eindruck von der Kleidung – der Tracht – und der Lebensweise des Hochadels.,C1,16
"So können Videospiel-, 3D- und Filmproduktionen Outfits auswählen und für digitale Charaktere verwenden – zum Beispiel für Schlachtszenen mit 5000 Soldaten, ohne dafür so viele Statisten zu benötigen.",C1,28
"“ So, wie viele Menschen in Deutschland nach dem Winter Frühjahrsputz machen – also etwa ihre Fenster putzen, Staub wischen, Schränke von innen und außen reinigen – macht es auch die Lunge.",C1,32
"Wenn im Kreuzworträtsel nach einer Domfigur mit drei Buchstaben gefragt wird, ist „Uta“ die richtige Lösung.",C1,16
"Fassaden, Denkmäler und Bauwerke werden die ganze Nacht hindurch angestrahlt.",C1,10
"Ich muss da sagen: die politische Führung dieses Landes, die dem Automobilbau ein Schattendasein verordnet hatte.",C1,16
"Die Betroffenen verpassen den Zeitpunkt, mit dem Hungern aufzuhören.",C1,9
Doch irgendwann zeigen sich körperliche Begleiterscheinungen aufgrund der Mangelernährung.,C1,9
Müßiggänger aber waren nicht gut angesehen.,C1,6
"Dem damaligen IOC-Präsidenten Demetrius Vikelas war es zu verdanken, dass letztendlich doch ein deutscher Vertreter in das Komitee aufgenommen wurde.",C1,20
"Und in den letzen Jahren kam die Kritik verstärkt von Astronomen, die die Sichtbarkeit des Sternenhimmels als menschliches Recht einfordern.",C1,20
"So kommen beispielsweise auf 220 Tonnen neuseeländischer Wolle pro Monat hierzulande nur zehn Tonnen deutsche Wolle pro Jahr, also nicht mal eine Tonne monatlich.",C1,24
"Ihm gehören unter anderem Firmen, kulturelle Organisationen, Schulen und religiöse Institutionen an.",C1,12
"Und so mischte sich in die Wehmut zum Abschied beim damaligen sächsischen Ministerpräsidenten Kurt Biedenkopf auch Optimismus: „Ich meine, ich empfinde das sehr stark, dass sich die Menschen hier von einer Jahrzehnte andauernden Produktionstradition trennen müssen.",C1,36
"Raucht jemand schon als Jugendlicher, fällt es ihm nicht leicht, dem Rauchen abzuschwören, er tut sich schwerer damit.",C1,18
"Die Folgen sind Müdigkeit und Abgeschlagenheit am Tag, der Rauchende damit begegnen, dass sie wieder zur Zigarette greifen.",C1,18
"Dass es endlich nach diesem furchtbaren Krieg, nach der ganzen Nachkriegszeit, endlich wieder Karneval gab.",C1,15
Somit wird laut der Webseite der Bibliothek ein „ Brückenschlag zwischen den Kulturen“ geschaffen.,C1,14
Das haben Versuche gezeigt: Nach fünf Tagen Dauerlärm änderte sich bei der Ackerschmalwand die Aktivität gleich mehrerer Gene.,C1,18
Doch wie so manches Auto vergangener Jahrzehnte hat auch der Trabant eine treue Fangemeinde.,C1,14
"Das heißt, die Chinesen würden gerne mehr nach Russland exportieren, aber ob sie dort eben jetzt in die Bresche springen und die Industrie in Russland aufbauen, da habe ich meine Zweifel.",C1,31
"“ Die Todesrate, die Mortalität, bei Magersüchtigen ist im Vergleich zu anderen Betroffenen, deren Krankheit psychisch bedingt, psychosomatisch, ist, hoch.",C1,20
"Sie wurden zunächst zur Blütezeit der Hochgotik, einer europäischen Stilepoche etwa zwischen 1200 und 1350, in Nordfrankreich ausgebildet.",C1,18
"Die Blätter werden zunächst gezupft oder geschnitten, erklärt Inhaberin Hildburg Abel: „Wir verwenden den Grobschnitt, da ist ein bisschen mehr Strunk-Anteil wohl dabei, aber der sollte eben halt auch weichzukochen sein.",C1,31
"Wenn irgendwo auf ‘m Acker irgendwo ‘n Hügel ist, den also kein Laie jemals als Denkmal überhaupt erkennen würde, das dann dazu führt, dass da in mehreren Kilometern Umfeld darum letztendlich kein erneuerbare[r] Ausbau stattfinden kann.",C1,36
"Für die Stadtführerin stellt der Naumburger Dom die Vollendung der Steinmetzkunst, etwas wirklich Perfektes, dar – wie auch für Domführer Henry Mill: „Aus dem Block werden Figuren herausgeholt.",C1,28
"Damit erfüllte sich ein Wunsch des französischen Pädagogen, Historikers und Sportfunktionärs Pierre de Frédy, Baron de Coubertin, für dessen Verwirklichung er sich beinahe 15 Jahre eingesetzt hatte.",C1,27
"“ Pierre de Coubertin empfand den Anspruch, dass sich alle Menschen auf der Welt lieben könnten, als naiv und kindisch, als Kinderei.",C1,22
Zu Beginn des russischen Angriffskriegs auf die Ukraine hat der Westen Russland mit Sanktionen bestraft.,C1,15
"Sie stehen nun da und müssen sehen, wie sie sich das Leben arrangieren.",C1,13
"Diese körperliche Reaktion ist nicht mit dem sogenannten Raucherhusten gleichzusetzen, der erstes Anzeichen für eine chronische Lungenentzündung ist.",C1,18
"Es kann aber auch der Rauchende selbst sein, der stolz auf sich selbst ist, dem Jo-Jo-Effekt widerstanden und es aus eigener Kraft endgültig geschafft zu haben.",C1,26
